Block 0: res=ff, exp=ff
Block 2384: res=82, exp=82
Block 2385: res=8e, exp=8e
Block 2386: res=88, exp=88
Block 2387: res=94, exp=94
Block 2388: res=94, exp=94
Block 2389: res=a2, exp=a2
Block 2390: res=a7, exp=a7
Block 2391: res=82, exp=82
Block 2392: res=95, exp=95
Block 2393: res=94, exp=94
Block 2394: res=95, exp=95
Block 2395: res=87, exp=87
Block 2396: res=8a, exp=8a
Block 2397: res=9e, exp=9e
Block 2398: res=9f, exp=9f
Block 2399: res=9e, exp=9e
Block 2400: res=9b, exp=9b
Block 2401: res=8c, exp=8c
Block 2402: res=88, exp=88
Block 2403: res=ae, exp=ae
Block 2404: res=94, exp=94
Block 2405: res=9a, exp=9a
Block 2406: res=9b, exp=9b
Block 2407: res=88, exp=88
Block 2408: res=84, exp=84
Block 2409: res=85, exp=85
Block 2410: res=8e, exp=8e
Block 2411: res=92, exp=92
Block 2412: res=cf, exp=cf
Block 2413: res=82, exp=82
Block 2414: res=a6, exp=a6
Block 2415: res=a7, exp=a7
Block 2416: res=93, exp=93
Block 2417: res=b2, exp=b2
Block 2418: res=a3, exp=a3
Block 2419: res=b9, exp=b9
Block 2420: res=8a, exp=8a
Block 2421: res=95, exp=95
Block 2422: res=a2, exp=a2
Block 2423: res=a0, exp=a0
Block 2424: res=9e, exp=9e
Block 2425: res=9e, exp=9e
Block 2426: res=9b, exp=9b
Block 2427: res=97, exp=97
Block 2428: res=80, exp=80
Block 2429: res=86, exp=86
Block 2430: res=8c, exp=8c
Block 2431: res=91, exp=91
Block 2432: res=94, exp=94
Block 2433: res=94, exp=94
Block 2434: res=92, exp=92
Block 2435: res=a1, exp=a1
Block 2436: res=dd, exp=dd
Block 2437: res=8c, exp=8c
Block 2438: res=83, exp=83
Block 2439: res=8a, exp=8a
Block 2440: res=90, exp=90
Block 2441: res=8a, exp=8a
Block 2442: res=96, exp=96
Block 2443: res=bf, exp=bf
Block 2444: res=86, exp=86
Block 2445: res=87, exp=87
Block 2446: res=8a, exp=8a
Block 2447: res=86, exp=86
Block 2448: res=87, exp=87
Block 2449: res=8d, exp=8d
Block 2450: res=97, exp=97
Block 2451: res=86, exp=86
Block 2452: res=9d, exp=9d
Block 2453: res=6e, exp=6e
Block 2454: res=90, exp=90
Block 2455: res=86, exp=86
Block 2456: res=92, exp=92
Block 2457: res=aa, exp=aa
Block 2458: res=96, exp=96
Block 2459: res=7d, exp=7d
Block 2460: res=83, exp=83
Block 2461: res=85, exp=85
Block 2462: res=8b, exp=8b
Block 2463: res=83, exp=83
Block 2464: res=7f, exp=7f
Block 2465: res=ba, exp=ba
Block 2466: res=8d, exp=8d
Block 2467: res=65, exp=65
Block 2468: res=72, exp=72
Block 2469: res=7e, exp=7e
Block 2470: res=8f, exp=8f
Block 2471: res=92, exp=92
Block 2472: res=b0, exp=b0
Block 2473: res=a8, exp=a8
Block 2474: res=cc, exp=cc
Block 2475: res=b5, exp=b5
Block 2476: res=a1, exp=a1
Block 2477: res=b1, exp=b1
Block 2478: res=aa, exp=aa
Block 2479: res=ba, exp=ba
Block 2480: res=a4, exp=a4
Block 2481: res=a1, exp=a1
Block 2482: res=a8, exp=a8
Block 2483: res=ad, exp=ad
Block 2484: res=b3, exp=b3
Block 2485: res=a8, exp=a8
Block 2486: res=a5, exp=a5
Block 2487: res=c0, exp=c0
Block 2488: res=a2, exp=a2
Block 2489: res=a4, exp=a4
Block 2490: res=a6, exp=a6
Block 2491: res=a3, exp=a3
Block 2492: res=ac, exp=ac
Block 2493: res=a8, exp=a8
Block 2494: res=9e, exp=9e
Block 2495: res=98, exp=98
Block 2496: res=a5, exp=a5
Block 2497: res=b0, exp=b0
Block 2498: res=ae, exp=ae
Block 2499: res=95, exp=95
Block 2500: res=b1, exp=b1
Block 2501: res=9e, exp=9e
Block 2502: res=a9, exp=a9
Block 2503: res=ab, exp=ab
Block 2504: res=a9, exp=a9
Block 2505: res=a2, exp=a2
Block 2506: res=ae, exp=ae
Block 2507: res=9e, exp=9e
Block 2508: res=a6, exp=a6
Block 2509: res=9c, exp=9c
Block 2510: res=db, exp=db
Block 2511: res=e2, exp=e2
Block 2512: res=e5, exp=e5
Block 2513: res=df, exp=df
Block 2514: res=de, exp=de
Block 2515: res=e6, exp=e6
Block 2516: res=f2, exp=f2
Block 2517: res=e8, exp=e8
Block 2518: res=e0, exp=e0
Block 2519: res=bb, exp=bb
Block 2520: res=5f, exp=5f
Block 2521: res=62, exp=62
Block 2522: res=88, exp=88
Block 2523: res=6a, exp=6a
Block 2524: res=7d, exp=7d
Block 2525: res=b7, exp=b7
Block 2526: res=a2, exp=a2
Block 2527: res=75, exp=75
Block 2528: res=8a, exp=8a
Block 2529: res=a3, exp=a3
Block 2530: res=a9, exp=a9
Block 2531: res=8e, exp=8e
Block 2532: res=d3, exp=d3
Block 2533: res=c1, exp=c1
Block 2534: res=81, exp=81
Block 2535: res=a5, exp=a5
Block 2536: res=9b, exp=9b
Block 2537: res=9a, exp=9a
Block 2538: res=77, exp=77
Block 2539: res=91, exp=91
Block 2540: res=80, exp=80
Block 2541: res=8c, exp=8c
Block 2542: res=89, exp=89
Block 2543: res=7d, exp=7d
Block 2544: res=90, exp=90
Block 2545: res=9b, exp=9b
Block 2546: res=8e, exp=8e
Block 2547: res=9d, exp=9d
Block 2548: res=a4, exp=a4
Block 2549: res=9a, exp=9a
Block 2550: res=76, exp=76
Block 2551: res=43, exp=43
Block 2552: res=49, exp=49
Block 2553: res=53, exp=53
Block 2554: res=56, exp=56
Block 2555: res=58, exp=58
Block 2556: res=81, exp=81
Block 2557: res=3e, exp=3e
Block 2558: res=3a, exp=3a
Block 2559: res=e9, exp=e9
Block 2560: res=ff, exp=ff
Block 2561: res=a5, exp=a5
Block 2562: res=a4, exp=a4
Block 2563: res=a3, exp=a3
Block 2564: res=b7, exp=b7
Block 2565: res=b0, exp=b0
Block 2566: res=b9, exp=b9
Block 2567: res=b1, exp=b1
Block 2568: res=a2, exp=a2
Block 2569: res=a3, exp=a3
Block 2570: res=9b, exp=9b
Block 2571: res=b3, exp=b3
Block 2572: res=ac, exp=ac
Block 2573: res=ac, exp=ac
Block 2574: res=c3, exp=c3
Block 2575: res=ca, exp=ca
Block 2576: res=a5, exp=a5
Block 2577: res=b7, exp=b7
Block 2578: res=aa, exp=aa
Block 2579: res=d1, exp=d1
Block 2580: res=a1, exp=a1
Block 2581: res=a6, exp=a6
Block 2582: res=aa, exp=aa
Block 2583: res=9d, exp=9d
Block 2584: res=ad, exp=ad
Block 2585: res=bd, exp=bd
Block 2586: res=b8, exp=b8
Block 2587: res=bd, exp=bd
Block 2588: res=ad, exp=ad
Block 2589: res=8b, exp=8b
Block 2590: res=91, exp=91
Block 2591: res=be, exp=be
Block 2592: res=6e, exp=6e
Block 2593: res=89, exp=89
Block 2594: res=81, exp=81
Block 2595: res=67, exp=67
Block 2596: res=67, exp=67
Block 2597: res=6b, exp=6b
Block 2598: res=8e, exp=8e
Block 2599: res=70, exp=70
Block 2600: res=ed, exp=ed
Block 2601: res=7b, exp=7b
Block 2602: res=91, exp=91
Block 2603: res=88, exp=88
Block 2604: res=6a, exp=6a
Block 2605: res=8e, exp=8e
Block 2606: res=8a, exp=8a
Block 2607: res=57, exp=57
Block 2608: res=8e, exp=8e
Block 2609: res=7d, exp=7d
Block 2610: res=7a, exp=7a
Block 2611: res=93, exp=93
Block 2612: res=82, exp=82
Block 2613: res=7a, exp=7a
Block 2614: res=78, exp=78
Block 2615: res=76, exp=76
Block 2616: res=9c, exp=9c
Block 2617: res=86, exp=86
Block 2618: res=77, exp=77
Block 2619: res=80, exp=80
Block 2620: res=96, exp=96
Block 2621: res=8c, exp=8c
Block 2622: res=93, exp=93
Block 2623: res=90, exp=90
Block 2624: res=7c, exp=7c
Block 2625: res=80, exp=80
Block 2626: res=85, exp=85
Block 2627: res=88, exp=88
Block 2628: res=95, exp=95
Block 2629: res=89, exp=89
Block 2630: res=8d, exp=8d
Block 2631: res=7b, exp=7b
Block 2632: res=8b, exp=8b
Block 2633: res=9e, exp=9e
Block 2634: res=7a, exp=7a
Block 2635: res=a5, exp=a5
Block 2636: res=8a, exp=8a
Block 2637: res=8b, exp=8b
Block 2638: res=85, exp=85
Block 2639: res=90, exp=90
Block 2640: res=86, exp=86
Block 2641: res=86, exp=86
Block 2642: res=8a, exp=8a
Block 2643: res=95, exp=95
Block 2644: res=87, exp=87
Block 2645: res=a0, exp=a0
Block 2646: res=9c, exp=9c
Block 2647: res=92, exp=92
Block 2648: res=a1, exp=a1
Block 2649: res=82, exp=82
Block 2650: res=87, exp=87
Block 2651: res=9d, exp=9d
Block 2652: res=7f, exp=7f
Block 2653: res=97, exp=97
Block 2654: res=a3, exp=a3
Block 2655: res=9d, exp=9d
Block 2656: res=a0, exp=a0
Block 2657: res=8a, exp=8a
Block 2658: res=a0, exp=a0
Block 2659: res=96, exp=96
Block 2660: res=84, exp=84
Block 2661: res=95, exp=95
Block 2662: res=7e, exp=7e
Block 2663: res=98, exp=98
Block 2664: res=c9, exp=c9
Block 2665: res=8d, exp=8d
Block 2666: res=97, exp=97
Block 2667: res=8f, exp=8f
Block 2668: res=95, exp=95
Block 2669: res=8d, exp=8d
Block 2670: res=bd, exp=bd
Block 2671: res=9c, exp=9c
Block 2672: res=99, exp=99
Block 2673: res=91, exp=91
Block 2674: res=b7, exp=b7
Block 2675: res=b7, exp=b7
Block 2676: res=83, exp=83
Block 2677: res=93, exp=93
Block 2678: res=9e, exp=9e
Block 2679: res=8c, exp=8c
Block 2680: res=8b, exp=8b
Block 2681: res=95, exp=95
Block 2682: res=9d, exp=9d
Block 2683: res=9d, exp=9d
Block 2684: res=a6, exp=a6
Block 2685: res=8b, exp=8b
Block 2686: res=89, exp=89
Block 2687: res=7d, exp=7d
Block 2688: res=ab, exp=ab
Block 2689: res=92, exp=92
Block 2690: res=90, exp=90
Block 2691: res=8d, exp=8d
Block 2692: res=e6, exp=e6
Block 2693: res=96, exp=96
Block 2694: res=95, exp=95
Block 2695: res=8d, exp=8d
Block 2696: res=99, exp=99
Block 2697: res=84, exp=84
Block 2698: res=8f, exp=8f
Block 2699: res=a9, exp=a9
Block 2700: res=85, exp=85
Block 2701: res=7d, exp=7d
Block 2702: res=7c, exp=7c
Block 2703: res=84, exp=84
Block 2704: res=95, exp=95
Block 2705: res=7c, exp=7c
Block 2706: res=98, exp=98
Block 2707: res=86, exp=86
Block 2708: res=8e, exp=8e
Block 2709: res=95, exp=95
Block 2710: res=92, exp=92
Block 2711: res=7f, exp=7f
Block 2712: res=9c, exp=9c
Block 2713: res=8a, exp=8a
Block 2714: res=aa, exp=aa
Block 2715: res=6f, exp=6f
Block 2716: res=e3, exp=e3
Block 2717: res=91, exp=91
Block 2718: res=81, exp=81
Block 2719: res=84, exp=84
Block 2720: res=71, exp=71
Block 2721: res=89, exp=89
Block 2722: res=a1, exp=a1
Block 2723: res=76, exp=76
Block 2724: res=80, exp=80
Block 2725: res=73, exp=73
Block 2726: res=a1, exp=a1
Block 2727: res=98, exp=98
Block 2728: res=a3, exp=a3
Block 2729: res=a8, exp=a8
Block 2730: res=ae, exp=ae
Block 2731: res=b5, exp=b5
Block 2732: res=a5, exp=a5
Block 2733: res=b0, exp=b0
Block 2734: res=a7, exp=a7
Block 2735: res=c6, exp=c6
Block 2736: res=a2, exp=a2
Block 2737: res=a4, exp=a4
Block 2738: res=ad, exp=ad
Block 2739: res=a9, exp=a9
Block 2740: res=ac, exp=ac
Block 2741: res=b1, exp=b1
Block 2742: res=a4, exp=a4
Block 2743: res=aa, exp=aa
Block 2744: res=ab, exp=ab
Block 2745: res=9d, exp=9d
Block 2746: res=9e, exp=9e
Block 2747: res=aa, exp=aa
Block 2748: res=a6, exp=a6
Block 2749: res=ac, exp=ac
Block 2750: res=a2, exp=a2
Block 2751: res=b7, exp=b7
Block 2752: res=a6, exp=a6
Block 2753: res=b2, exp=b2
Block 2754: res=a8, exp=a8
Block 2755: res=9a, exp=9a
Block 2756: res=98, exp=98
Block 2757: res=a4, exp=a4
Block 2758: res=a7, exp=a7
Block 2759: res=b1, exp=b1
Block 2760: res=a7, exp=a7
Block 2761: res=ab, exp=ab
Block 2762: res=ac, exp=ac
Block 2763: res=a2, exp=a2
Block 2764: res=c9, exp=c9
Block 2765: res=92, exp=92
Block 2766: res=e4, exp=e4
Block 2767: res=d5, exp=d5
Block 2768: res=d9, exp=d9
Block 2769: res=e3, exp=e3
Block 2770: res=dd, exp=dd
Block 2771: res=e5, exp=e5
Block 2772: res=f9, exp=f9
Block 2773: res=e4, exp=e4
Block 2774: res=e1, exp=e1
Block 2775: res=ec, exp=ec
Block 2776: res=80, exp=80
Block 2777: res=88, exp=88
Block 2778: res=a6, exp=a6
Block 2779: res=9a, exp=9a
Block 2780: res=98, exp=98
Block 2781: res=8e, exp=8e
Block 2782: res=b2, exp=b2
Block 2783: res=89, exp=89
Block 2784: res=84, exp=84
Block 2785: res=98, exp=98
Block 2786: res=8f, exp=8f
Block 2787: res=a8, exp=a8
Block 2788: res=9b, exp=9b
Block 2789: res=8f, exp=8f
Block 2790: res=9e, exp=9e
Block 2791: res=cc, exp=cc
Block 2792: res=87, exp=87
Block 2793: res=7c, exp=7c
Block 2794: res=98, exp=98
Block 2795: res=a5, exp=a5
Block 2796: res=87, exp=87
Block 2797: res=86, exp=86
Block 2798: res=86, exp=86
Block 2799: res=92, exp=92
Block 2800: res=8d, exp=8d
Block 2801: res=96, exp=96
Block 2802: res=ab, exp=ab
Block 2803: res=a1, exp=a1
Block 2804: res=c0, exp=c0
Block 2805: res=89, exp=89
Block 2806: res=5b, exp=5b
Block 2807: res=48, exp=48
Block 2808: res=68, exp=68
Block 2809: res=b8, exp=b8
Block 2810: res=6c, exp=6c
Block 2811: res=3f, exp=3f
Block 2812: res=6e, exp=6e
Block 2813: res=3a, exp=3a
Block 2814: res=55, exp=55
Block 2815: res=f2, exp=f2
Block 2816: res=ff, exp=ff
Block 2817: res=a6, exp=a6
Block 2818: res=9c, exp=9c
Block 2819: res=a0, exp=a0
Block 2820: res=a9, exp=a9
Block 2821: res=bc, exp=bc
Block 2822: res=af, exp=af
Block 2823: res=99, exp=99
Block 2824: res=ac, exp=ac
Block 2825: res=a1, exp=a1
Block 2826: res=a8, exp=a8
Block 2827: res=a8, exp=a8
Block 2828: res=b7, exp=b7
Block 2829: res=99, exp=99
Block 2830: res=ae, exp=ae
Block 2831: res=b4, exp=b4
Block 2832: res=b9, exp=b9
Block 2833: res=c1, exp=c1
Block 2834: res=b7, exp=b7
Block 2835: res=b7, exp=b7
Block 2836: res=ae, exp=ae
Block 2837: res=a9, exp=a9
Block 2838: res=af, exp=af
Block 2839: res=ad, exp=ad
Block 2840: res=b9, exp=b9
Block 2841: res=c7, exp=c7
Block 2842: res=ab, exp=ab
Block 2843: res=9c, exp=9c
Block 2844: res=d5, exp=d5
Block 2845: res=b4, exp=b4
Block 2846: res=a3, exp=a3
Block 2847: res=97, exp=97
Block 2848: res=7a, exp=7a
Block 2849: res=59, exp=59
Block 2850: res=74, exp=74
Block 2851: res=72, exp=72
Block 2852: res=6c, exp=6c
Block 2853: res=93, exp=93
Block 2854: res=88, exp=88
Block 2855: res=79, exp=79
Block 2856: res=ff, exp=ff
Block 2857: res=6f, exp=6f
Block 2858: res=76, exp=76
Block 2859: res=83, exp=83
Block 2860: res=7c, exp=7c
Block 2861: res=77, exp=77
Block 2862: res=93, exp=93
Block 2863: res=ba, exp=ba
Block 2864: res=84, exp=84
Block 2865: res=8c, exp=8c
Block 2866: res=88, exp=88
Block 2867: res=79, exp=79
Block 2868: res=7b, exp=7b
Block 2869: res=7e, exp=7e
Block 2870: res=82, exp=82
Block 2871: res=91, exp=91
Block 2872: res=81, exp=81
Block 2873: res=98, exp=98
Block 2874: res=82, exp=82
Block 2875: res=8c, exp=8c
Block 2876: res=a1, exp=a1
Block 2877: res=97, exp=97
Block 2878: res=a5, exp=a5
Block 2879: res=80, exp=80
Block 2880: res=88, exp=88
Block 2881: res=8f, exp=8f
Block 2882: res=96, exp=96
Block 2883: res=9c, exp=9c
Block 2884: res=96, exp=96
Block 2885: res=84, exp=84
Block 2886: res=8e, exp=8e
Block 2887: res=7c, exp=7c
Block 2888: res=98, exp=98
Block 2889: res=aa, exp=aa
Block 2890: res=9a, exp=9a
Block 2891: res=88, exp=88
Block 2892: res=90, exp=90
Block 2893: res=8c, exp=8c
Block 2894: res=82, exp=82
Block 2895: res=96, exp=96
Block 2896: res=84, exp=84
Block 2897: res=97, exp=97
Block 2898: res=98, exp=98
Block 2899: res=92, exp=92
Block 2900: res=8e, exp=8e
Block 2901: res=93, exp=93
Block 2902: res=a3, exp=a3
Block 2903: res=8b, exp=8b
Block 2904: res=95, exp=95
Block 2905: res=8f, exp=8f
Block 2906: res=98, exp=98
Block 2907: res=86, exp=86
Block 2908: res=c9, exp=c9
Block 2909: res=80, exp=80
Block 2910: res=af, exp=af
Block 2911: res=94, exp=94
Block 2912: res=8b, exp=8b
Block 2913: res=a5, exp=a5
Block 2914: res=7a, exp=7a
Block 2915: res=8f, exp=8f
Block 2916: res=a1, exp=a1
Block 2917: res=93, exp=93
Block 2918: res=98, exp=98
Block 2919: res=95, exp=95
Block 2920: res=ae, exp=ae
Block 2921: res=81, exp=81
Block 2922: res=8d, exp=8d
Block 2923: res=c6, exp=c6
Block 2924: res=82, exp=82
Block 2925: res=9b, exp=9b
Block 2926: res=a7, exp=a7
Block 2927: res=ad, exp=ad
Block 2928: res=8c, exp=8c
Block 2929: res=d2, exp=d2
Block 2930: res=a1, exp=a1
Block 2931: res=b7, exp=b7
Block 2932: res=94, exp=94
Block 2933: res=89, exp=89
Block 2934: res=88, exp=88
Block 2935: res=ab, exp=ab
Block 2936: res=ae, exp=ae
Block 2937: res=9b, exp=9b
Block 2938: res=8c, exp=8c
Block 2939: res=88, exp=88
Block 2940: res=90, exp=90
Block 2941: res=79, exp=79
Block 2942: res=92, exp=92
Block 2943: res=8b, exp=8b
Block 2944: res=9e, exp=9e
Block 2945: res=8c, exp=8c
Block 2946: res=97, exp=97
Block 2947: res=89, exp=89
Block 2948: res=96, exp=96
Block 2949: res=b8, exp=b8
Block 2950: res=97, exp=97
Block 2951: res=a9, exp=a9
Block 2952: res=91, exp=91
Block 2953: res=a2, exp=a2
Block 2954: res=7e, exp=7e
Block 2955: res=97, exp=97
Block 2956: res=89, exp=89
Block 2957: res=8d, exp=8d
Block 2958: res=8f, exp=8f
Block 2959: res=8e, exp=8e
Block 2960: res=88, exp=88
Block 2961: res=90, exp=90
Block 2962: res=81, exp=81
Block 2963: res=8a, exp=8a
Block 2964: res=82, exp=82
Block 2965: res=8f, exp=8f
Block 2966: res=99, exp=99
Block 2967: res=98, exp=98
Block 2968: res=85, exp=85
Block 2969: res=85, exp=85
Block 2970: res=9d, exp=9d
Block 2971: res=a6, exp=a6
Block 2972: res=7f, exp=7f
Block 2973: res=a2, exp=a2
Block 2974: res=94, exp=94
Block 2975: res=8d, exp=8d
Block 2976: res=7a, exp=7a
Block 2977: res=b3, exp=b3
Block 2978: res=6d, exp=6d
Block 2979: res=7e, exp=7e
Block 2980: res=73, exp=73
Block 2981: res=6b, exp=6b
Block 2982: res=86, exp=86
Block 2983: res=8e, exp=8e
Block 2984: res=a5, exp=a5
Block 2985: res=b2, exp=b2
Block 2986: res=ad, exp=ad
Block 2987: res=b7, exp=b7
Block 2988: res=a5, exp=a5
Block 2989: res=ae, exp=ae
Block 2990: res=a3, exp=a3
Block 2991: res=c2, exp=c2
Block 2992: res=a3, exp=a3
Block 2993: res=a8, exp=a8
Block 2994: res=9f, exp=9f
Block 2995: res=a6, exp=a6
Block 2996: res=a7, exp=a7
Block 2997: res=b6, exp=b6
Block 2998: res=ab, exp=ab
Block 2999: res=ab, exp=ab
Block 3000: res=a9, exp=a9
Block 3001: res=ac, exp=ac
Block 3002: res=9d, exp=9d
Block 3003: res=b8, exp=b8
Block 3004: res=9d, exp=9d
Block 3005: res=a8, exp=a8
Block 3006: res=ab, exp=ab
Block 3007: res=a2, exp=a2
Block 3008: res=95, exp=95
Block 3009: res=af, exp=af
Block 3010: res=ae, exp=ae
Block 3011: res=a3, exp=a3
Block 3012: res=9b, exp=9b
Block 3013: res=ad, exp=ad
Block 3014: res=95, exp=95
Block 3015: res=9d, exp=9d
Block 3016: res=a0, exp=a0
Block 3017: res=94, exp=94
Block 3018: res=9e, exp=9e
Block 3019: res=b4, exp=b4
Block 3020: res=b2, exp=b2
Block 3021: res=a3, exp=a3
Block 3022: res=a4, exp=a4
Block 3023: res=e4, exp=e4
Block 3024: res=d9, exp=d9
Block 3025: res=d9, exp=d9
Block 3026: res=e1, exp=e1
Block 3027: res=df, exp=df
Block 3028: res=ea, exp=ea
Block 3029: res=f5, exp=f5
Block 3030: res=e8, exp=e8
Block 3031: res=ea, exp=ea
Block 3032: res=e0, exp=e0
Block 3033: res=5b, exp=5b
Block 3034: res=71, exp=71
Block 3035: res=c9, exp=c9
Block 3036: res=80, exp=80
Block 3037: res=8b, exp=8b
Block 3038: res=a7, exp=a7
Block 3039: res=8d, exp=8d
Block 3040: res=75, exp=75
Block 3041: res=84, exp=84
Block 3042: res=92, exp=92
Block 3043: res=8d, exp=8d
Block 3044: res=bf, exp=bf
Block 3045: res=83, exp=83
Block 3046: res=91, exp=91
Block 3047: res=85, exp=85
Block 3048: res=91, exp=91
Block 3049: res=7d, exp=7d
Block 3050: res=8f, exp=8f
Block 3051: res=7b, exp=7b
Block 3052: res=9e, exp=9e
Block 3053: res=95, exp=95
Block 3054: res=82, exp=82
Block 3055: res=8a, exp=8a
Block 3056: res=8c, exp=8c
Block 3057: res=a7, exp=a7
Block 3058: res=cd, exp=cd
Block 3059: res=9b, exp=9b
Block 3060: res=9a, exp=9a
Block 3061: res=22, exp=22
Block 3062: res=92, exp=92
Block 3063: res=5b, exp=5b
Block 3064: res=db, exp=db
Block 3065: res=8c, exp=8c
Block 3066: res=5f, exp=5f
Block 3067: res=3a, exp=3a
Block 3068: res=3f, exp=3f
Block 3069: res=42, exp=42
Block 3070: res=31, exp=31
Block 3071: res=ff, exp=ff
Block 3072: res=ff, exp=ff
Block 3073: res=ad, exp=ad
Block 3074: res=a2, exp=a2
Block 3075: res=af, exp=af
Block 3076: res=ac, exp=ac
Block 3077: res=a3, exp=a3
Block 3078: res=9f, exp=9f
Block 3079: res=b7, exp=b7
Block 3080: res=b3, exp=b3
Block 3081: res=ac, exp=ac
Block 3082: res=af, exp=af
Block 3083: res=be, exp=be
Block 3084: res=ab, exp=ab
Block 3085: res=ad, exp=ad
Block 3086: res=ab, exp=ab
Block 3087: res=af, exp=af
Block 3088: res=d3, exp=d3
Block 3089: res=c1, exp=c1
Block 3090: res=c8, exp=c8
Block 3091: res=c2, exp=c2
Block 3092: res=ba, exp=ba
Block 3093: res=9e, exp=9e
Block 3094: res=c3, exp=c3
Block 3095: res=95, exp=95
Block 3096: res=b1, exp=b1
Block 3097: res=a4, exp=a4
Block 3098: res=a7, exp=a7
Block 3099: res=bb, exp=bb
Block 3100: res=97, exp=97
Block 3101: res=9a, exp=9a
Block 3102: res=87, exp=87
Block 3103: res=79, exp=79
Block 3104: res=6d, exp=6d
Block 3105: res=77, exp=77
Block 3106: res=66, exp=66
Block 3107: res=a1, exp=a1
Block 3108: res=87, exp=87
Block 3109: res=66, exp=66
Block 3110: res=76, exp=76
Block 3111: res=7b, exp=7b
Block 3112: res=85, exp=85
Block 3113: res=85, exp=85
Block 3114: res=8b, exp=8b
Block 3115: res=80, exp=80
Block 3116: res=8a, exp=8a
Block 3117: res=97, exp=97
Block 3118: res=72, exp=72
Block 3119: res=80, exp=80
Block 3120: res=86, exp=86
Block 3121: res=7b, exp=7b
Block 3122: res=72, exp=72
Block 3123: res=a6, exp=a6
Block 3124: res=89, exp=89
Block 3125: res=80, exp=80
Block 3126: res=70, exp=70
Block 3127: res=79, exp=79
Block 3128: res=94, exp=94
Block 3129: res=a3, exp=a3
Block 3130: res=a1, exp=a1
Block 3131: res=98, exp=98
Block 3132: res=8b, exp=8b
Block 3133: res=8d, exp=8d
Block 3134: res=b5, exp=b5
Block 3135: res=92, exp=92
Block 3136: res=9b, exp=9b
Block 3137: res=a1, exp=a1
Block 3138: res=85, exp=85
Block 3139: res=96, exp=96
Block 3140: res=b3, exp=b3
Block 3141: res=be, exp=be
Block 3142: res=8c, exp=8c
Block 3143: res=94, exp=94
Block 3144: res=95, exp=95
Block 3145: res=96, exp=96
Block 3146: res=8b, exp=8b
Block 3147: res=a0, exp=a0
Block 3148: res=7f, exp=7f
Block 3149: res=97, exp=97
Block 3150: res=a5, exp=a5
Block 3151: res=9d, exp=9d
Block 3152: res=9d, exp=9d
Block 3153: res=88, exp=88
Block 3154: res=8b, exp=8b
Block 3155: res=95, exp=95
Block 3156: res=8e, exp=8e
Block 3157: res=9f, exp=9f
Block 3158: res=a5, exp=a5
Block 3159: res=d4, exp=d4
Block 3160: res=76, exp=76
Block 3161: res=ac, exp=ac
Block 3162: res=ac, exp=ac
Block 3163: res=8c, exp=8c
Block 3164: res=95, exp=95
Block 3165: res=9c, exp=9c
Block 3166: res=bf, exp=bf
Block 3167: res=a4, exp=a4
Block 3168: res=f1, exp=f1
Block 3169: res=9a, exp=9a
Block 3170: res=ae, exp=ae
Block 3171: res=a9, exp=a9
Block 3172: res=96, exp=96
Block 3173: res=93, exp=93
Block 3174: res=81, exp=81
Block 3175: res=8b, exp=8b
Block 3176: res=8f, exp=8f
Block 3177: res=95, exp=95
Block 3178: res=99, exp=99
Block 3179: res=89, exp=89
Block 3180: res=84, exp=84
Block 3181: res=81, exp=81
Block 3182: res=7f, exp=7f
Block 3183: res=86, exp=86
Block 3184: res=89, exp=89
Block 3185: res=81, exp=81
Block 3186: res=9e, exp=9e
Block 3187: res=79, exp=79
Block 3188: res=8a, exp=8a
Block 3189: res=ab, exp=ab
Block 3190: res=9f, exp=9f
Block 3191: res=7f, exp=7f
Block 3192: res=94, exp=94
Block 3193: res=96, exp=96
Block 3194: res=92, exp=92
Block 3195: res=95, exp=95
Block 3196: res=c4, exp=c4
Block 3197: res=9e, exp=9e
Block 3198: res=a9, exp=a9
Block 3199: res=aa, exp=aa
Block 3200: res=98, exp=98
Block 3201: res=8d, exp=8d
Block 3202: res=9f, exp=9f
Block 3203: res=91, exp=91
Block 3204: res=8b, exp=8b
Block 3205: res=8d, exp=8d
Block 3206: res=84, exp=84
Block 3207: res=89, exp=89
Block 3208: res=9c, exp=9c
Block 3209: res=a9, exp=a9
Block 3210: res=80, exp=80
Block 3211: res=9c, exp=9c
Block 3212: res=c1, exp=c1
Block 3213: res=a6, exp=a6
Block 3214: res=83, exp=83
Block 3215: res=8f, exp=8f
Block 3216: res=92, exp=92
Block 3217: res=88, exp=88
Block 3218: res=86, exp=86
Block 3219: res=82, exp=82
Block 3220: res=9b, exp=9b
Block 3221: res=7b, exp=7b
Block 3222: res=9f, exp=9f
Block 3223: res=99, exp=99
Block 3224: res=9a, exp=9a
Block 3225: res=8a, exp=8a
Block 3226: res=9f, exp=9f
Block 3227: res=91, exp=91
Block 3228: res=b2, exp=b2
Block 3229: res=86, exp=86
Block 3230: res=8b, exp=8b
Block 3231: res=83, exp=83
Block 3232: res=79, exp=79
Block 3233: res=6d, exp=6d
Block 3234: res=67, exp=67
Block 3235: res=70, exp=70
Block 3236: res=85, exp=85
Block 3237: res=8b, exp=8b
Block 3238: res=97, exp=97
Block 3239: res=a0, exp=a0
Block 3240: res=a4, exp=a4
Block 3241: res=a5, exp=a5
Block 3242: res=ab, exp=ab
Block 3243: res=b7, exp=b7
